oola,r2-d2,1
oola,salacious,1
owen,r2-d2,6
owen,yoda,1
ozzel,piett,2
ozzel,veers,2
paploo,wicket,2
piett,rebel-pilot,1
piett,veers,2
piett,zuckuss,1
porkins,red-six,1
r2-d2,rebel-officer,1
r2-d2,red-leader,1
r2-d2,rieekan,1
r2-d2,salacious,2
r2-d2,stormtrooper,3
r2-d2,teebo,2
r2-d2,wampa,1
r2-d2,wedge,3
r2-d2,wicket,3
r2-d2,willard,1
r2-d2,yoda,8
rebel-pilot,red-two,1
rebel-pilot,wedge,2
red-leader,red-six,1
red-leader,red-three,1
red-leader,red-two,3
red-leader,wedge,6
red-three,red-two,2
red-three,wedge,2
red-two,wedge,5
rieekan,wampa,1
tagge,tarkin,1
teebo,wicket,1
